"from","to","from_class","to_class","edge_class","Kinship","edge_time","edge_code","kinship"
"838","840","person","person","Friends/Moderately close family ties",NA,"2005_1",2,NA
"840","841","person","person","Friends/Moderately close family ties",NA,"2005_1",2,NA
"812","841","person","person","Friends/Moderately close family ties",NA,"2005_1",2,NA
"816","841","person","person","Friends/Moderately close family ties",NA,"2005_1",2,NA
"817","841","person","person","Close Friends/Family",NA,"2005_1",3,NA
"819","841","person","person","Friends/Moderately close family ties",NA,"2005_1",2,NA
"824","841","person","person","Friends/Moderately close family ties",NA,"2005_1",2,NA
"835","841","person","person","Friends/Moderately close family ties",NA,"2005_1",2,NA
"838","841","person","person","Friends/Moderately close family ties",NA,"2005_1",2,NA
"840","841","person","person","Friends/Moderately close family ties",NA,"2005_1",2,NA
"177","1579","person","person","Friends/Moderately close family ties",NA,"2005_1",2,NA
"800","1579","person","person","Friends/Moderately close family ties",NA,"2005_1",2,NA
"814","1579","person","person","Friends/Moderately close family ties",NA,"2005_1",2,NA
"835","1579","person","person","Friends/Moderately close family ties",NA,"2005_1",2,NA
"839","1579","person","person","Friends/Moderately close family ties",NA,"2005_1",2,NA
"1579","1580","person","person","Friends/Moderately close family ties",NA,"2005_1",2,NA
"1579","1605","person","person","Friends/Moderately close family ties",NA,"2005_1",2,NA
"177","1580","person","person","Friends/Moderately close family ties",NA,"2005_1",2,NA
"800","1580","person","person","Friends/Moderately close family ties",NA,"2005_1",2,NA
"829","1580","person","person","Acquaintances/Distant familiy ties",NA,"2005_1",1,NA
"831","1580","person","person","Friends/Moderately close family ties",NA,"2005_1",2,NA
"1579","1580","person","person","Friends/Moderately close family ties",NA,"2005_1",2,NA
"177","1605","person","person","Friends/Moderately close family ties",NA,"2005_1",2,NA
"810","1605","person","person","Acquaintances/Distant familiy ties",NA,"2005_1",1,NA
"812","1605","person","person","Friends/Moderately close family ties",NA,"2005_1",2,NA
"814","1605","person","person","Friends/Moderately close family ties",NA,"2005_1",2,NA
"815","1605","person","person","Acquaintances/Distant familiy ties",NA,"2005_1",1,NA
"835","1605","person","person","Friends/Moderately close family ties",NA,"2005_1",2,NA
"839","1605","person","person","Friends/Moderately close family ties",NA,"2005_1",2,NA
"1579","1605","person","person","Friends/Moderately close family ties",NA,"2005_1",2,NA
"177","596","person","person","Acquaintances/Distant familiy ties",NA,"2005_2",1,NA
"177","800","person","person","Friends/Moderately close family ties",NA,"2005_2",2,NA
"177","810","person","person","Friends/Moderately close family ties",NA,"2005_2",2,NA
"177","812","person","person","Acquaintances/Distant familiy ties",NA,"2005_2",1,NA
"177","814","person","person","Friends/Moderately close family ties",NA,"2005_2",2,NA
"177","815","person","person","Friends/Moderately close family ties",NA,"2005_2",2,NA
"177","816","person","person","Friends/Moderately close family ties",NA,"2005_2",2,NA
"177","829","person","person","Friends/Moderately close family ties",NA,"2005_2",2,NA
"177","830","person","person","Friends/Moderately close family ties",NA,"2005_2",2,NA
"177","831","person","person","Friends/Moderately close family ties",NA,"2005_2",2,NA
"177","834","person","person","Friends/Moderately close family ties",NA,"2005_2",2,NA
"177","835","person","person","Friends/Moderately close family ties",NA,"2005_2",2,NA
"177","839","person","person","Friends/Moderately close family ties",NA,"2005_2",2,NA
"177","1579","person","person","Friends/Moderately close family ties",NA,"2005_2",2,NA
"177","1580","person","person","Friends/Moderately close family ties",NA,"2005_2",2,NA
"177","1605","person","person","Friends/Moderately close family ties",NA,"2005_2",2,NA
"594","595","person","person","Friends/Moderately close family ties",NA,"2005_2",2,NA
"594","810","person","person","Friends/Moderately close family ties",NA,"2005_2",2,NA
"594","595","person","person","Friends/Moderately close family ties",NA,"2005_2",2,NA
"595","596","person","person","Acquaintances/Distant familiy ties",NA,"2005_2",1,NA
"595","810","person","person","Friends/Moderately close family ties",NA,"2005_2",2,NA
"177","596","person","person","Acquaintances/Distant familiy ties",NA,"2005_2",1,NA
"595","596","person","person","Acquaintances/Distant familiy ties",NA,"2005_2",1,NA
"596","810","person","person","Acquaintances/Distant familiy ties",NA,"2005_2",1,NA
"596","812","person","person","Acquaintances/Distant familiy ties",NA,"2005_2",1,NA
"177","800","person","person","Friends/Moderately close family ties",NA,"2005_2",2,NA
"800","810","person","person","Friends/Moderately close family ties",NA,"2005_2",2,NA
"800","829","person","person","Friends/Moderately close family ties",NA,"2005_2",2,NA
"800","830","person","person","Friends/Moderately close family ties",NA,"2005_2",2,NA
"800","831","person","person","Friends/Moderately close family ties",NA,"2005_2",2,NA
"800","1579","person","person","Friends/Moderately close family ties",NA,"2005_2",2,NA
"800","1580","person","person","Friends/Moderately close family ties",NA,"2005_2",2,NA
"177","810","person","person","Friends/Moderately close family ties",NA,"2005_2",2,NA
"594","810","person","person","Friends/Moderately close family ties",NA,"2005_2",2,NA
"595","810","person","person","Friends/Moderately close family ties",NA,"2005_2",2,NA
"596","810","person","person","Acquaintances/Distant familiy ties",NA,"2005_2",1,NA
"800","810","person","person","Friends/Moderately close family ties",NA,"2005_2",2,NA
"810","812","person","person","Friends/Moderately close family ties",NA,"2005_2",2,NA
"810","815","person","person","Friends/Moderately close family ties",NA,"2005_2",2,NA
"810","1605","person","person","Acquaintances/Distant familiy ties",NA,"2005_2",1,NA
"177","812","person","person","Acquaintances/Distant familiy ties",NA,"2005_2",1,NA
"596","812","person","person","Acquaintances/Distant familiy ties",NA,"2005_2",1,NA
"810","812","person","person","Friends/Moderately close family ties",NA,"2005_2",2,NA
"812","816","person","person","Friends/Moderately close family ties",NA,"2005_2",2,NA
"812","817","person","person","Friends/Moderately close family ties",NA,"2005_2",2,NA
"812","819","person","person","Friends/Moderately close family ties",NA,"2005_2",2,NA
"812","824","person","person","Friends/Moderately close family ties",NA,"2005_2",2,NA
"812","828","person","person","Friends/Moderately close family ties",NA,"2005_2",2,NA
"812","834","person","person","Friends/Moderately close family ties",NA,"2005_2",2,NA
"812","835","person","person","Friends/Moderately close family ties",NA,"2005_2",2,NA
"812","838","person","person","Friends/Moderately close family ties",NA,"2005_2",2,NA
"812","840","person","person","Friends/Moderately close family ties",NA,"2005_2",2,NA
"812","841","person","person","Friends/Moderately close family ties",NA,"2005_2",2,NA
"812","1605","person","person","Friends/Moderately close family ties",NA,"2005_2",2,NA
"177","814","person","person","Friends/Moderately close family ties",NA,"2005_2",2,NA
"814","839","person","person","Friends/Moderately close family ties",NA,"2005_2",2,NA
"814","1579","person","person","Friends/Moderately close family ties",NA,"2005_2",2,NA
"814","1605","person","person","Friends/Moderately close family ties",NA,"2005_2",2,NA
"177","815","person","person","Friends/Moderately close family ties",NA,"2005_2",2,NA
"810","815","person","person","Friends/Moderately close family ties",NA,"2005_2",2,NA
"815","819","person","person","Acquaintances/Distant familiy ties",NA,"2005_2",1,NA
"815","835","person","person","Friends/Moderately close family ties",NA,"2005_2",2,NA
"815","1605","person","person","Acquaintances/Distant familiy ties",NA,"2005_2",1,NA
"177","816","person","person","Friends/Moderately close family ties",NA,"2005_2",2,NA
"812","816","person","person","Friends/Moderately close family ties",NA,"2005_2",2,NA
"816","817","person","person","Friends/Moderately close family ties",NA,"2005_2",2,NA
"816","819","person","person","Friends/Moderately close family ties",NA,"2005_2",2,NA
"816","824","person","person","Friends/Moderately close family ties",NA,"2005_2",2,NA
"816","828","person","person","Friends/Moderately close family ties",NA,"2005_2",2,NA
"816","834","person","person","Friends/Moderately close family ties",NA,"2005_2",2,NA
"816","835","person","person","Friends/Moderately close family ties",NA,"2005_2",2,NA
"816","838","person","person","Friends/Moderately close family ties",NA,"2005_2",2,NA
"816","840","person","person","Friends/Moderately close family ties",NA,"2005_2",2,NA
"816","841","person","person","Friends/Moderately close family ties",NA,"2005_2",2,NA
"812","817","person","person","Friends/Moderately close family ties",NA,"2005_2",2,NA
"816","817","person","person","Friends/Moderately close family ties",NA,"2005_2",2,NA
"817","828","person","person","Friends/Moderately close family ties",NA,"2005_2",2,NA
"817","835","person","person","Friends/Moderately close family ties",NA,"2005_2",2,NA
"817","841","person","person","Close Friends/Family",NA,"2005_2",3,NA
"812","819","person","person","Friends/Moderately close family ties",NA,"2005_2",2,NA
"815","819","person","person","Acquaintances/Distant familiy ties",NA,"2005_2",1,NA
"816","819","person","person","Friends/Moderately close family ties",NA,"2005_2",2,NA
"819","824","person","person","Friends/Moderately close family ties",NA,"2005_2",2,NA
"819","835","person","person","Friends/Moderately close family ties",NA,"2005_2",2,NA
"819","838","person","person","Friends/Moderately close family ties",NA,"2005_2",2,NA
"819","840","person","person","Friends/Moderately close family ties",NA,"2005_2",2,NA
"819","841","person","person","Friends/Moderately close family ties",NA,"2005_2",2,NA
"820","835","person","person","Friends/Moderately close family ties",NA,"2005_2",2,NA
"812","824","person","person","Friends/Moderately close family ties",NA,"2005_2",2,NA
"816","824","person","person","Friends/Moderately close family ties",NA,"2005_2",2,NA
"819","824","person","person","Friends/Moderately close family ties",NA,"2005_2",2,NA
"824","835","person","person","Friends/Moderately close family ties",NA,"2005_2",2,NA
"824","838","person","person","Friends/Moderately close family ties",NA,"2005_2",2,NA
"824","840","person","person","Friends/Moderately close family ties",NA,"2005_2",2,NA
"824","841","person","person","Friends/Moderately close family ties",NA,"2005_2",2,NA
"812","828","person","person","Friends/Moderately close family ties",NA,"2005_2",2,NA
"816","828","person","person","Friends/Moderately close family ties",NA,"2005_2",2,NA
"817","828","person","person","Friends/Moderately close family ties",NA,"2005_2",2,NA
"828","834","person","person","Friends/Moderately close family ties",NA,"2005_2",2,NA
"828","835","person","person","Friends/Moderately close family ties",NA,"2005_2",2,NA
"177","829","person","person","Friends/Moderately close family ties",NA,"2005_2",2,NA
"800","829","person","person","Friends/Moderately close family ties",NA,"2005_2",2,NA
"829","830","person","person","Friends/Moderately close family ties",NA,"2005_2",2,NA
"829","831","person","person","Friends/Moderately close family ties",NA,"2005_2",2,NA
"177","830","person","person","Friends/Moderately close family ties",NA,"2005_2",2,NA
"800","830","person","person","Friends/Moderately close family ties",NA,"2005_2",2,NA
"829","830","person","person","Friends/Moderately close family ties",NA,"2005_2",2,NA
"830","831","person","person","Friends/Moderately close family ties",NA,"2005_2",2,NA
"830","835","person","person","Friends/Moderately close family ties",NA,"2005_2",2,NA
"177","831","person","person","Friends/Moderately close family ties",NA,"2005_2",2,NA
"800","831","person","person","Friends/Moderately close family ties",NA,"2005_2",2,NA
"829","831","person","person","Friends/Moderately close family ties",NA,"2005_2",2,NA
"830","831","person","person","Friends/Moderately close family ties",NA,"2005_2",2,NA
"831","1580","person","person","Friends/Moderately close family ties",NA,"2005_2",2,NA
"177","834","person","person","Friends/Moderately close family ties",NA,"2005_2",2,NA
"812","834","person","person","Friends/Moderately close family ties",NA,"2005_2",2,NA
"816","834","person","person","Friends/Moderately close family ties",NA,"2005_2",2,NA
"828","834","person","person","Friends/Moderately close family ties",NA,"2005_2",2,NA
"834","835","person","person","Friends/Moderately close family ties",NA,"2005_2",2,NA
"177","835","person","person","Friends/Moderately close family ties",NA,"2005_2",2,NA
"812","835","person","person","Friends/Moderately close family ties",NA,"2005_2",2,NA
"815","835","person","person","Friends/Moderately close family ties",NA,"2005_2",2,NA
"816","835","person","person","Friends/Moderately close family ties",NA,"2005_2",2,NA
"817","835","person","person","Friends/Moderately close family ties",NA,"2005_2",2,NA
"819","835","person","person","Friends/Moderately close family ties",NA,"2005_2",2,NA
"820","835","person","person","Friends/Moderately close family ties",NA,"2005_2",2,NA
"824","835","person","person","Friends/Moderately close family ties",NA,"2005_2",2,NA
"828","835","person","person","Friends/Moderately close family ties",NA,"2005_2",2,NA
"830","835","person","person","Friends/Moderately close family ties",NA,"2005_2",2,NA
"834","835","person","person","Friends/Moderately close family ties",NA,"2005_2",2,NA
"835","838","person","person","Friends/Moderately close family ties",NA,"2005_2",2,NA
"835","840","person","person","Friends/Moderately close family ties",NA,"2005_2",2,NA
"835","841","person","person","Friends/Moderately close family ties",NA,"2005_2",2,NA
"835","1579","person","person","Friends/Moderately close family ties",NA,"2005_2",2,NA
"835","1605","person","person","Friends/Moderately close family ties",NA,"2005_2",2,NA
"812","838","person","person","Friends/Moderately close family ties",NA,"2005_2",2,NA
"816","838","person","person","Friends/Moderately close family ties",NA,"2005_2",2,NA
"819","838","person","person","Friends/Moderately close family ties",NA,"2005_2",2,NA
"824","838","person","person","Friends/Moderately close family ties",NA,"2005_2",2,NA
"835","838","person","person","Friends/Moderately close family ties",NA,"2005_2",2,NA
"838","840","person","person","Friends/Moderately close family ties",NA,"2005_2",2,NA
"838","841","person","person","Friends/Moderately close family ties",NA,"2005_2",2,NA
"177","839","person","person","Friends/Moderately close family ties",NA,"2005_2",2,NA
"814","839","person","person","Friends/Moderately close family ties",NA,"2005_2",2,NA
"839","1579","person","person","Friends/Moderately close family ties",NA,"2005_2",2,NA
"839","1605","person","person","Friends/Moderately close family ties",NA,"2005_2",2,NA
"812","840","person","person","Friends/Moderately close family ties",NA,"2005_2",2,NA
"816","840","person","person","Friends/Moderately close family ties",NA,"2005_2",2,NA
"819","840","person","person","Friends/Moderately close family ties",NA,"2005_2",2,NA
"824","840","person","person","Friends/Moderately close family ties",NA,"2005_2",2,NA
"835","840","person","person","Friends/Moderately close family ties",NA,"2005_2",2,NA
"838","840","person","person","Friends/Moderately close family ties",NA,"2005_2",2,NA
"840","841","person","person","Friends/Moderately close family ties",NA,"2005_2",2,NA
"812","841","person","person","Friends/Moderately close family ties",NA,"2005_2",2,NA
"816","841","person","person","Friends/Moderately close family ties",NA,"2005_2",2,NA
"817","841","person","person","Close Friends/Family",NA,"2005_2",3,NA
"819","841","person","person","Friends/Moderately close family ties",NA,"2005_2",2,NA
"824","841","person","person","Friends/Moderately close family ties",NA,"2005_2",2,NA
"835","841","person","person","Friends/Moderately close family ties",NA,"2005_2",2,NA
"838","841","person","person","Friends/Moderately close family ties",NA,"2005_2",2,NA
"840","841","person","person","Friends/Moderately close family ties",NA,"2005_2",2,NA
"177","1579","person","person","Friends/Moderately close family ties",NA,"2005_2",2,NA
"800","1579","person","person","Friends/Moderately close family ties",NA,"2005_2",2,NA
"814","1579","person","person","Friends/Moderately close family ties",NA,"2005_2",2,NA
"835","1579","person","person","Friends/Moderately close family ties",NA,"2005_2",2,NA
"839","1579","person","person","Friends/Moderately close family ties",NA,"2005_2",2,NA
"1579","1580","person","person","Friends/Moderately close family ties",NA,"2005_2",2,NA
"1579","1605","person","person","Friends/Moderately close family ties",NA,"2005_2",2,NA
"177","1580","person","person","Friends/Moderately close family ties",NA,"2005_2",2,NA
"800","1580","person","person","Friends/Moderately close family ties",NA,"2005_2",2,NA
"831","1580","person","person","Friends/Moderately close family ties",NA,"2005_2",2,NA
"1579","1580","person","person","Friends/Moderately close family ties",NA,"2005_2",2,NA
"177","1605","person","person","Friends/Moderately close family ties",NA,"2005_2",2,NA
"810","1605","person","person","Acquaintances/Distant familiy ties",NA,"2005_2",1,NA
"812","1605","person","person","Friends/Moderately close family ties",NA,"2005_2",2,NA
"814","1605","person","person","Friends/Moderately close family ties",NA,"2005_2",2,NA
"815","1605","person","person","Acquaintances/Distant familiy ties",NA,"2005_2",1,NA
"835","1605","person","person","Friends/Moderately close family ties",NA,"2005_2",2,NA
"839","1605","person","person","Friends/Moderately close family ties",NA,"2005_2",2,NA
"1579","1605","person","person","Friends/Moderately close family ties",NA,"2005_2",2,NA
"177","800","person","person","Friends/Moderately close family ties",NA,"2006_1",2,NA
"177","800","person","person","Friends/Moderately close family ties",NA,"2006_1",2,NA
